id,descricao,unidade,quantidade,unitario,total
376,BASE 9020SMA SERIE 60 8 PINOS,PC,0,18.97,0.00
377,BASE 9021SMA SERIE 60 11 PINOS,PC,7,17.23,120.61
378,BASE 9403SPA SERIE 55.3.3,PC,5,46.01,230.05
379,BASE 9404SPA PARA SERIE 55.3.4 ALTA,PC,0,25.29,0.00
380,BASE 9474SMA SERIE 55,PC,13,12.42,161.46
381,BASE 9503SPA SERIE 40/44 1R 5 PINOS,PC,0,15.97,0.00
382,BASE 9504SPA SERIE 55 3.4 BAIXA,PC,2,17.18,34.36
383,BASE 9505SPA SERIE 40/44 1R 5 PINOS,PC,0,19.29,0.00
384,BASE 9575SMA P/ RELE 40/44,PC,0,18.75,0.00
385,BASE 95853SMA SERIE 40/44 2R 8 PINOS,PC,0,16.73,0.00
386,BASE 9602SMA P/ RELE SERIE 56,PC,0,24.58,0.00
387,Base BA9s baioneta p/ lâm sinalização,PC,0,1.25,0.00
388,BASE DE FIXAÇÃO ZB5AZ009 SCHNEIDER,PC,0,8.00,0.00
389,base E-12 rosca,PC,0,1.07,0.00
390,"Base E-14, rosca",PC,0,1.94,0.00
391,Base fix rap dz diaz 25A,PC,0,6.45,0.00
392,BASE FIXAÇÃO P/BLOCO SINALIZADOR,PC,0,9.60,0.00
393,BASE FUSÍVEL CARTUCHO 14X51,PC,0,34.68,0.00
394,"BASE MANIFOLD P/ 3 VÁLVULAS 5/2V 1/4""",PC,1,60.08,60.08
395,BASE P/ TOS-B4RKCC K 1200G 220V  AUTONI,PC,0,7.15,0.00
396,BASE P/BOTÃO COMANDO AF3 WEG,PC,0,3.24,0.00
397,BASE PARA RELÉ FINDER 9563,PC,0,31.59,0.00
398,"Base para Relé MR 78700, FAB Scharack",PC,0,8.00,0.00
399,BASE PORTA FUSÍVEL 10X38 1 POLO,PC,9,12.87,115.83
400,BASE PROGRAMADOR CHAMA AGK11 P/ LOA,PC,0,78.00,0.00
401,BASE PROGRAMADOR CHAMA LME21,PC,0,105.00,0.00
402,BASE PRT6-2,PC,0,10.21,0.00
403,BASE PRT7-2A,PC,0,17.88,0.00
404,BASE PRT9-11PINOS,PC,0,14.27,0.00
405,BASE PRT9-8PINOS,PC,0,11.65,0.00
406,BASE RELÉ BF27D-RW27D,PC,0,11.97,0.00
407,BASE SOQUETE E-27 PARA PRATO BEDO,PC,0,4.20,0.00
408,BASE TGBROLP PARA RELE FOTO CELULA,PC,0,3.92,0.00
409,"BAT. P/BACKUP 3,6V 1200MAH",PC,0,8.83,0.00
410,"BAT.P/ BACKUP 3,6 V 60MAH C/2 TERMINAIS",PC,0,6.47,0.00
411,"BateriaTADEO 1,2Vdc/1700MAH SUB C",PC,0,30.25,0.00
412,BICO DE LIMPEZA BS 02 320005,PC,7,11.57,80.99
413,"BICO P/ MANGUEIRA 1/2M X 1/8""",PC,0,2.87,0.00
414,BICO P/ MANGUEIRA MACHO 1/2 X 3/8 MACHO,PC,4,5.74,22.96
415,BICO P/ MANGUEIRA MACHO 1/4 X 1/4 MACHO,PC,4,3.71,14.84
416,BICO P/ MANGUEIRA MACHO 1/4 X 3/8 MACHO,PC,10,6.18,61.80
417,BICO P/ MANGUEIRA MACHO 1/4 X 3/8 MACHO,PC,0,6.18,0.00
418,BICO P/ MANGUEIRA MACHO 3/8 X 3/8 MACHO,PC,4,5.65,22.60
419,BLOCO,PC,0,0.00,0.00
420,BLOCO  DE CONTATO 120/NA,PC,0,10.15,0.00
421,BLOCO 120/NF BLINDEX,PC,0,18.88,0.00
422,BLOCO 3RH19 11-1FA22,PC,4,53.08,212.32
423,BLOCO 3RH19 21-1FA22 ATE S12,PC,3,36.32,108.96
424,BLOCO 3RH19 21-1HA22,PC,4,30.22,120.88
425,BLOCO 3RH19 21-1HA22 ATE S12,PC,4,30.22,120.88
426,BLOCO 3RH29 11-1FB22,PC,0,106.98,0.00
427,BLOCO ACE E101 1NF,PC,0,24.30,0.00
428,"BLOCO ACE E110, 1NA",PC,0,24.96,0.00
429,"BLOCO ACE E111 , 1NA+1NF",PC,0,47.19,0.00
430,"BLOCO ACE E122, 2NA +2NF - PULSO",PC,5,47.80,239.00
431,"BLOCO ACE E133, 3NA+3NF PULSO",PC,0,35.00,0.00
432,"BLOCO ACE E211, 1NA+1NF C/ RENTENÇÃO",PC,0,38.67,0.00
433,"BLOCO ACE EL111, BASE LÂ+1NA+1NF",PC,0,82.34,0.00
434,"BLOCO ACE EL222, 2NA+2NF+ BASE LÂM",PC,0,80.65,0.00
435,BLOCO ACE L001 BASE P/ LAM,PC,5,29.11,145.55
436,Bloco Bargoa 10P s/selante,PC,0,4.62,0.00
437,BLOCO BC1-  NAF LAT  MINI DISJ,PC,0,17.88,0.00
438,BLOCO BCM01-CSW 1NF Fab: WEG,PC,0,14.56,0.00
439,BLOCO BCXMF 1NA  SEGURANÇA FRONTAL,PC,0,12.15,0.00
440,BLOCO BCXMF01 1NF FRONTAL,PC,8,6.22,49.76
441,BLOCO BCXMF10 1NA  FRONTAL,PC,7,7.70,53.90
442,"BLOCO BCXMRL11,1NA 1NF LATERAL",PC,0,23.95,0.00
443,BLOCO BFCO-11 FRONTAL,PC,5,16.61,83.05
444,BLOCO BFCO-20  2NA WEG FRONTAL,PC,0,12.27,0.00
445,BLOCO BFCO-22,PC,2,30.13,60.26
446,BLOCO BFCO-25  2NA+2NF FRONTAL MINI25,PC,0,24.46,0.00
447,Bloco BLI 10 c/canaleta,PC,0,1.09,0.00
448,BLOCO BLINDEX 120/NA,PC,0,10.85,0.00
449,BLOCO CNUA-211 1NA+1NF,PC,0,28.05,0.00
450,BLOCO CONTATO E120 2NA,PC,0,45.38,0.00
451,BLOCO CONTATO EL211 C/RET + ILUM 1N+1NF,PC,0,61.66,0.00
452,BLOCO CONTATO FRONTAL BFB 22 AZULWEG,PC,15,22.51,337.65
453,BLOCO CONTATO FRONTAL BFB NA+NF CWB,PC,8,13.22,105.76
454,BLOCO CONTATO LATERAL BLB NA+NF CWB,PC,3,19.94,59.82
455,BLOCO CONTATO P/ZCKM1-XCKP,PC,0,30.00,0.00
456,BLOCO CONTATO ZBE101 NA,PC,0,16.80,0.00
457,BLOCO CONTATO ZBE101 NF,PC,0,16.80,0.00
458,BLOCO DE CONTATO 120/NF,PC,0,10.15,0.00
459,BLOCO DE CONTATO 1NA 3TX30108A,PC,42,4.75,199.50
460,BLOCO DE CONTATO 1NF 3TX30018A,PC,35,4.75,166.25
461,BLOCO DE CONTATO 3SB6 1NA SIEMENS,PC,0,6.20,0.00
462,BLOCO DE CONTATO 3SB6 1NF,PC,0,5.83,0.00
463,BLOCO DE CONTATO 3TY76011A,PC,10,14.31,143.10
464,BLOCO DE CONTATO A22-EK01,PC,0,9.00,0.00
465,BLOCO DE CONTATO A22-EK10 ETON,PC,0,9.00,0.00
466,BLOCO DE CONTATO BC-01-CSW  1NA,PC,0,8.68,0.00
467,BLOCO DE CONTATO BC-01F-CSW  1NF,PC,0,8.68,0.00
468,BLOCO DE CONTATO BC-02-CSW 2NF,PC,0,12.79,0.00
469,BLOCO DE CONTATO BC-10B-CSW  1NA,PC,0,7.28,0.00
470,BLOCO DE CONTATO BC-10-CSW  1NA,PC,0,7.28,0.00
471,BLOCO DE CONTATO BC-10-CSW  1NA WEG,PC,0,7.51,0.00
472,BLOCO DE CONTATO BC-10F-CSW  1NA,PC,0,7.28,0.00
473,BLOCO DE CONTATO BC-11-CSW WEG,PC,0,13.39,0.00
474,BLOCO DE CONTATO BC-20-CSW 2NA,PC,0,12.79,0.00
475,BLOCO DE CONTATO C5AB11 KAP,PC,0,23.95,0.00
476,BLOCO DE CONTATO CPL101,PC,0,15.64,0.00
477,BLOCO DE CONTATO CPL110,PC,0,14.45,0.00
478,BLOCO DE CONTATO F4-11,PC,0,10.11,0.00
479,BLOCO DE CONTATO FIM CURSO TZE,PC,5,14.02,70.10
480,BLOCO DE CONTATO GVA1010,PC,0,115.20,0.00
481,BLOCO DE CONTATO M22-K-01 MOELER,PC,0,22.80,0.00
482,BLOCO DE CONTATO M22-K-10 MOELER,PC,0,22.80,0.00
483,BLOCO DE CONTATO NA+LED 24VDC+BASE,PC,0,51.65,0.00
484,BLOCO DE CONTATO NA+NF+BASE FIXA,PC,0,40.56,0.00
485,BLOCO DE CONTATO P/ DJ MOTOR,PC,0,22.82,0.00
486,BLOCO DE CONTATO P/ DJ MOTOR,PC,0,19.28,0.00
487,BLOCO DE CONTATO PXPEM NA+NF,PC,0,27.60,0.00
488,BLOCO DE CONTATOS LA1KN22 2NA 2NF,PC,0,48.75,0.00
489,BLOCO DE CONTATOS LADN22 2NA 2NF,PC,0,42.00,0.00
490,BLOCO DE DISTRIBUIÇÃO BDB4007 100A,PC,20,39.95,799.00
491,Bloco de proteção 50 pares,PC,0,74.25,0.00
492,"BLOCO F4-11, 1NA+1NF",PC,0,7.56,0.00
493,"BLOCO F4-22, 2NA+2NF",PC,0,25.65,0.00
494,BLOCO FEMEA PB06F 6P,PC,5,28.58,142.90
495,BLOCO FEMEA PB10F 10P,PC,-2,37.28,-74.56
496,BLOCO FEMEA PB16F 16P,PC,8,51.72,413.76
497,BLOCO FEMEA PB24F 24F,PC,3,68.64,205.92
498,BLOCO FEMEA PB32F 32P,PC,0,24.84,0.00
499,BLOCO FEMEA PBH06F,PC,1,17.57,17.57
500,BLOCO FEMEA PBH10F,PC,0,22.91,0.00
501,BLOCO FEMEA PBH10F,PC,1,17.58,17.58
502,BLOCO FEMEA PBH16F 16P,PC,1,28.68,28.68
503,BLOCO FEMEA PBH16F32,PC,0,33.28,0.00
504,BLOCO FEMEA PBH24F,PC,2,41.74,83.48
505,BLOCO FEMEA PBH32F,PC,0,26.55,0.00
506,BLOCO FEMEA PD03 4P,PC,0,44.55,0.00
507,BLOCO LA1D31 INST 3NA + 1NF,PC,0,30.00,0.00
508,BLOCO LIMITAMP GE,PC,0,216.00,0.00
509,BLOCO M-1A 1NA P/ BOTÃO M2/P2,PC,18,2.42,43.56
510,BLOCO M-1B 1NF  P/BOTÃO M2/P2,PC,45,2.43,109.35
511,BLOCO MACHO PB06 6P,PC,0,27.97,0.00
512,BLOCO MACHO PB10M 10P,PC,0,36.45,0.00
513,BLOCO MACHO PB16M 16P,PC,6,49.37,296.22
514,BLOCO MACHO PB24M 24P,PC,3,66.14,198.42
515,BLOCO MACHO PB32M 32P,PC,0,0.00,0.00
516,BLOCO MACHO PBH06M,PC,1,17.19,17.19
517,BLOCO MACHO PBH10M,PC,1,23.51,23.51
518,BLOCO MACHO PBH16M,PC,1,31.79,31.79
519,BLOCO MACHO PBH16M32,PC,0,31.79,0.00
520,BLOCO MACHO PBH24M,PC,2,40.16,80.32
521,BLOCO MACHO PBH32M  CAN,PC,0,25.38,0.00
522,BLOCO MACHO PD03 4P,PC,0,41.20,0.00
523,BLOCO MACHO PH10M,PC,0,19.92,0.00
524,BLOCO P2120 2NA+2NF,PC,0,79.64,0.00
525,BLOCO RH19 21-1FA22 ATE S12,PC,4,27.98,111.92
526,BLOCO RT ALTERNANCIA PARA BOTOEIRA,PC,30,3.72,111.60
527,BLOCO SINAL LED AZ 24V CSW-BIDL-4E26,PC,0,14.72,0.00
528,BLOCO SINAL LED VD 220V CSW-BIDL-2D66,PC,0,21.05,0.00
529,BLOCO SINAL LED VD 24V CSW-BIDL-2E26,PC,0,14.94,0.00
530,BLOCO SINAL LED VM 220V CSW-BIDL-1D66,PC,0,19.85,0.00
531,BLOCO SINAL LED VM 24V CSW-BIDL-1E26,PC,0,14.94,0.00
532,BLOCO SINALIZAÇAÕ ZBVB1 24VDC BR,PC,0,47.68,0.00
533,BLOCO SINALIZAÇAÕ ZBVB3 24VDC VD,PC,2,25.00,50.00
534,BLOCO SINALIZAÇAÕ ZBVG6 120 AZ,PC,0,37.00,0.00
535,BLOCO SINALIZAÇAÕ ZBVM1 230VCA BR,PC,0,47.68,0.00
536,BLOCO SINALS/ LED VD  CSW-BID,PC,0,7.91,0.00
537,Bloqueador DC/MF Telerede c/Chave,PC,0,31.68,0.00
538,BOBINA,PC,0,0.00,0.00
539,"BOBINA 018F66282,15/58MM",PC,0,197.57,0.00
540,"BOBINA 018F7360, 110VCA D=15,5MM",PC,0,128.40,0.00
541,BOBINA 018F7363 230VCA 13W D=,PC,1,138.00,138.00
542,"BOBINA 018F7396, 12VDC D=15,5MM",PC,0,128.40,0.00
543,"BOBINA 042N7551, 24VDC D=15,5MM",PC,1,128.40,128.40
544,BOBINA 07269 12W 220VCA THER EL036,PC,0,68.04,0.00
545,"BOBINA 09336 9W 220VCATHER EL041,",PC,0,62.06,0.00
546,BOBINA 10483 12W 24VCA THER EL045,PC,0,68.04,0.00
547,BOBINA 10653 14W 220VCA THER  ,PC,2,60.00,120.00
548,BOBINA 110 P/CONTATOR CAWM4-CWM9-25,PC,4,18.72,74.88
549,BOBINA 110 P/CONTATOR CWC025,PC,5,19.33,96.65
550,BOBINA 110 P/CONTATOR CWM32/40,PC,4,19.46,77.84
551,BOBINA 110 P/CONTATOR CWM50-105,PC,0,29.47,0.00
552,BOBINA 110VCA,PC,2,35.89,71.78
553,"BOBINA 110VCA 3TF34,3TF35/3TF44,3TF45",PC,2,41.27,82.54
554,BOBINA 110VCA A7B10000049254,PC,0,35.89,0.00
555,BOBINA 110VCA A7B10000063378,PC,2,47.96,95.92
556,BOBINA 110VCA P/CONTATOR MIN CONT,PC,0,15.41,0.00
557,BOBINA 110VCA P/CONTATOR MIN CONT,PC,9,16.63,149.67
558,BOBINA 11774 20W 110V D17/42MM,PC,2,66.08,132.16
559,"BOBINA 125VCA 10VA D-11,4MM",PC,0,26.04,0.00
560,BOBINA 15069 17W 220VCA D16/39MM,PC,0,70.04,0.00
561,BOBINA 15079 30W 220VCA D20/56MM TH,PC,0,144.38,0.00
562,"BOBINA 18F7363, 220VCA D=15,5MM",PC,1,95.89,95.89
563,"BOBINA 18F7365, 24VCA D=15,5MM",PC,0,133.75,0.00
564,"BOBINA 18F7397, 24CDC D=15,5MM",PC,0,99.11,0.00
565,BOBINA 20860 17W 220VCA D12/33MM TH,PC,0,48.62,0.00
566,BOBINA 20861 17W 220VCA D12/33MM TH,PC,0,48.62,0.00
567,BOBINA 21721 20W 220VCA D20/56MM TH,PC,0,144.38,0.00
568,BOBINA 220 P/CONTATOR CNU9-32R,PC,0,39.21,0.00
569,Bobina 220-110V para alarme,PC,0,18.00,0.00
570,BOBINA 220VCA 3TS47 65A ALTRONIC,PC,0,227.50,0.00
571,BOBINA 220VCA 3TY74030XN2,PC,5,44.09,220.45
572,BOBINA 220VCA 3TY74430AN2 SIEMENS,PC,0,44.09,0.00
573,BOBINA 220VCA 3TY74630XN2 SIEMENS 3TS47,PC,0,125.73,0.00
574,BOBINA 220VCA P/ CONTATOR WEG CW09-25,PC,7,15.08,105.56
575,BOBINA 220VCA P/ CONTATOR WEG CW32-40,PC,0,15.69,0.00
576,BOBINA 220VCA P/ CONTATOR WEG CW50-105,PC,0,28.00,0.00
577,BOBINA 220VCA P/CONTATOR MIN CONT,PC,0,13.50,0.00
578,BOBINA 24VCA,PC,5,35.89,179.45
579,"BOBINA 24VCA 3TF34,3TF35/3TF44,3TF45",PC,6,41.27,247.62
580,BOBINA 24VCA 3TS47/3TS48 E 3TF46/3TF47,PC,0,44.28,0.00
581,BOBINA 24VCA A7B10000049248,PC,8,47.96,383.68
582,BOBINA 24VCA P/CONTATOR CWM32/40,PC,6,19.65,117.90
583,BOBINA 24VCA P/CONTATOR CWM50-105,PC,0,27.43,0.00
584,BOBINA 24VCA P/CONTATOR CWM9-25,PC,9,21.91,197.19
585,BOBINA 24VCA P/CONTATOR MIN CONT,PC,5,14.53,72.65
586,"BOBINA 25954 20W 220VCA D16,5/42MM",PC,2,66.08,132.16
587,BOBINA 380 P/CONTATOR CWM32/40,PC,6,15.84,95.04
588,BOBINA 380 P/CONTATOR CWM50-105,PC,0,26.22,0.00
589,BOBINA 380 P/CONTATOR CWM9-25,PC,5,14.65,73.25
590,BOBINA 380V 3TY7403-0AQ1 3TH 3TB40-44,PC,0,46.43,0.00
591,"BOBINA 380VCA 3TF34,3TF35/3TF44,3TF45",PC,2,41.27,82.54
592,BOBINA 380VCA 3TF46 E 3TF47 3TY7463-0AQ1,PC,2,44.28,88.56
593,BOBINA 380VCA P/CONTATOR MIN CONT,PC,0,14.53,0.00
594,BOBINA 42VCA P/CONTATOR MIN CONT,PC,0,14.53,0.00
595,BOBINA 48VCA P/CONTATOR CWM32-40,PC,0,19.87,0.00
596,BOBINA 48VCA P/CONTATOR CWM9-25,PC,0,20.98,0.00
597,BOBINA 48VCA P/CONTATOR MIN CONT,PC,5,14.32,71.60
598,"BOBINA 50W 220V 16,50X58MM 12674 G",PC,0,123.56,0.00
599,"BOBINA BHD220121 21W D-11,4MMX40MM",PC,0,43.12,0.00
600,BOBINA BOB40-H-5 220 P/CONTATOR CNU40,PC,0,57.81,0.00
601,BOBINA CN-25/50  24 VCA,PC,0,45.67,0.00
602,BOBINA CN-9/18  48 VCA,PC,0,29.69,0.00
603,BOBINA CN-9/18 110VCA,PC,0,29.69,0.00
604,BOBINA CU-9/16,PC,0,27.00,0.00
605,BOBINA P/ SOL 12383 17W/220VCA D=12MM,PC,0,112.12,0.00
606,"BOBINA P/ SOL 17W 220VCA DI-16,5 X 39MM",PC,0,198.06,0.00
607,BOBINA P/ SOL BEST-NR.0200,PC,0,82.35,0.00
608,BOBINA P/ SOL BG22013A 9W/220V 10X29MM,PC,9,35.73,321.57
609,"BOBINA P/ SOL BGE 024A-160A, 24VCA",PC,0,46.89,0.00
610,"BOBINA P/ SOL BGE 220A-160A,16,4X40MM",PC,29,46.89,1359.81
611,"BOBINA P/ SOL BGE 24DC-160A,16,4X40MM",PC,28,46.89,1312.92
612,"BOBINA P/ SOL BHD 13W/220VCA,14,5X42MM",PC,0,52.57,0.00
613,"BOBINA P/ SOL BHD 13W/24VDC,14,5X42MM",PC,0,43.81,0.00
614,BOBINA P/ SOL BHD220 220VCA 20X56MM,PC,0,147.72,0.00
615,"BOBINA P/ SOL BM 4,4W/110VCA,9X29MM",PC,20,11.41,228.20
616,"BOBINA P/ SOL BM 4,4W/12VCA 9X29MM",PC,20,13.06,261.20
617,"BOBINA P/ SOL BM 4,4W/12VDC,9X29MM",PC,31,12.94,401.14
618,"BOBINA P/ SOL BM 4,4W/220VCA,9X29MM =",PC,38,55.27,2100.26
619,"BOBINA P/ SOL BM 4,4W/24VCA 9X29MM",PC,8,13.06,104.48
620,"BOBINA P/ SOL BM 4,4W/24VCC 9X29MM",PC,0,13.06,0.00
621,"BOBINA P/ SOL BM 4,4W/24VDC,9X29MM",PC,10,13.06,130.60
622,BOBINA P/ SOL BM 9W/12VDC 10X29MM,PC,20,31.76,635.20
623,BOBINA P/ SOL BM 9W/24VCA 10X29MM,PC,20,31.76,635.20
624,BOBINA P/ SOL BM 9W/24VCC 10X29MM,PC,10,28.87,288.70
625,BOBINA P/ SOL DI 19 H58 P30 24VDC,PC,0,128.00,0.00
626,BOBINA P/ SOL EG12-S-GMO BRAHAMA,PC,0,266.50,0.00
627,BOBINA P/ SOL HVC-05.07A 220VCA,PC,0,135.72,0.00
628,BOBINA P/ SOL HVC-64.1.7A 220VCA  D=21MM,PC,-2,161.07,-322.14
629,"BOBINA P/ SOL HVC-64.1-2C, 24VCC,",PC,0,194.74,0.00
630,BOBINA P/ SOL HVC-65.2.4A 110VCA,PC,0,126.90,0.00
631,BOBINA P/ SOL HVC-65.2.7A 220VCA,PC,2,190.32,380.64
632,"BOBINA P/ SOL HVC-72.3-7A 220V,22MM",PC,1,116.70,116.70
633,"BOBINA P/ SOL HVC-80.3-2C,",PC,0,200.20,0.00
634,BOBINA P/ SOL HVC83.3-2C 24VDC D=31X74,PC,0,257.01,0.00
635,"BOBINA P/ SOL HVC-89.5-2C,",PC,0,189.80,0.00
636,BOBINA P/ SOL PVC-110.7-9A 220VCA 17W,PC,0,108.94,0.00
637,"BOBINA P/ SOL PVC-110-7-2C, 024VDC",PC,0,84.50,0.00
638,BOBINA P/ SOL PVC-125.8.7A 220VCA 4W 8MM,PC,1,82.55,82.55
639,"BOBINA P/ SOL PVC-128.8.2C 24VDC,D=9,0MM",PC,0,76.20,0.00
640,"BOBINA P/ SOL PVC-128.8-1C 12VCC,D=8,2MM",PC,0,36.96,0.00
641,"BOBINA P/ SOL PVC-128.8-4A 110V,D=8,2MM",PC,0,14.56,0.00
642,"BOBINA P/ SOL PVC-128.8-7A 220VCA,D=9MM",PC,1,40.40,40.40
643,BOBINA P/ SOL PVC-130.8.4A 110VCA,PC,0,42.51,0.00
644,"BOBINA P/ SOL PVC-130.8-1C 12VDC,D=10,5MM",PC,0,39.24,0.00
645,"BOBINA P/ SOL PVC-130.8-2C 24VDC,D=10,5MM",PC,0,52.32,0.00
646,"BOBINA P/ SOL PVC-130.8-7A 220V,D=10,5MM",PC,0,63.12,0.00
647,"BOBINA P/ SOL PVC-85.4.4A 110VCA D=11,4MM",PC,0,46.80,0.00
648,"BOBINA P/ SOL PVC-85.4-2C 24VDC D=11,4MM",PC,0,26.04,0.00
649,"BOBINA P/ SOL PVC-85.4-7A 220V,D=11,4MM",PC,0,68.38,0.00
650,"BOBINA P/ SOL PVC-90.5.4A 110VCA D=13,2MM",PC,0,58.63,0.00
651,"BOBINA P/ SOL PVC-90.5-2C 24VDC,D=13,2MM",PC,0,63.12,0.00
652,"BOBINA P/ SOL PVC-90.5-7A 220V D=13,2MM",PC,0,68.38,0.00
653,"BOBINA P/ SOL PVC-9157C, 220 VCC,",PC,0,124.42,0.00
654,"BOBINA P/ SOL PVC-92.5.4A 110VCA 11,4mm",PC,0,66.30,0.00
655,"BOBINA P/ SOL PVC-92.5-7A 220VCA 11,4mm",PC,0,88.45,0.00
656,BOBINA P/ SOL PVC-92-5-7A 220VCA,PC,0,87.00,0.00
657,BOBINA P/ SOL PVC-93.5.7C 220VDC VDC,PC,0,112.32,0.00
658,"BOBINA P/ SOL PVC-93.5-2C 24VDC 16,15mm",PC,0,112.32,0.00
659,"BOBINA P/ SOL PVC-93.5-4C 110VDC 16,15mm",PC,0,105.95,0.00
660,"BOBINA P/ SOL PVC-95.5.2C 24 VDC 13,2mm",PC,0,129.74,0.00
661,"BOBINA P/ SOL PVC-95.5.4A 110VCA 13,2mm",PC,0,66.30,0.00
662,"BOBINA P/ SOL PVC-95.5.7A 220VCA 13,2mm",PC,0,66.30,0.00
663,"BOBINA P/ SOL PVC-98.5-1C 12VDC,D=14,7MM",PC,0,66.48,0.00
664,"BOBINA P/ SOL PVC-98.5-2A 24Vca ,D=14,7MM",PC,0,136.32,0.00
665,BOBINA P/ SOL PVC-98.5-2C,PC,0,136.32,0.00
666,"BOBINA P/ SOL PVC-98.5-7A 220V,D=14,7MM",PC,0,136.32,0.00
667,BOBINA P/ SOLENOIDE HVC-70.37A 220V,PC,0,80.64,0.00
668,BOBINA P/SOL PVC-125.8-2C 24VDC 8mm,PC,0,82.55,0.00
669,BOBINA P/SOL12383 14W/220V C/CONEC  ,PC,-2,63.80,-127.60
670,"BOBINA PN14115P 11VCA D13X27,5MM",PC,0,70.80,0.00
671,"BOBINA PN14116P 220VCA D13X27,5MM",PC,0,62.40,0.00
672,BOBINA SOLENOIDE TIPO BA 24VCC,PC,0,120.37,0.00
673,"BOBINA VMR02-12 3/8-1/2"" 25W",PC,0,247.00,0.00
674,BOIA CB-1007 INFERIOR BI 15A,PC,0,134.50,0.00
675,BOIA CB-1008 SUPERIOR BI 15A,PC,0,132.18,0.00
676,BOIA CB-2002 SUP E  INF UNIP 15A,PC,2,26.38,52.76
677,"BOIA LATÃO 1309 1/2"" C DAS BÓIAS",PC,1,67.50,67.50
678,BOIA NIVEL 72A100001000 FINDER,PC,0,116.51,0.00
679,BOIA NIVEL 72B100001000 FINDER,PC,0,150.70,0.00
680,"Boia nível auto 20 A, Superior",PC,0,9.86,0.00
681,Boia Superio 20A,PC,0,28.43,0.00
682,BOLSA ELETRICISTA 20BOL LEE TOOLS,PC,0,58.93,0.00
683,BOMBA DE DRENAGEM EMICOL,PC,0,123.71,0.00
684,"Bomba Prefiltro Monobl 00,75 CV 110/220 V Monf",PC,0,387.81,0.00
685,Bomba Submersivel 900-220V,PC,0,151.70,0.00
686,BORNE  30A 16MM,PC,0,5.34,0.00
687,"BORNE  512 12 B.16MM2, SINDAL BAQUELITE",PC,0,36.84,0.00
688,Borne  Profissional PT/VM,PC,0,2.38,0.00
689,"BORNE 1 VIA TRAFO TRK2,5 PHOENIX",PC,0,5.66,0.00
690,BORNE 10 VIAS FEMEA 90G PLACA PCI,PC,50,4.13,206.50
691,BORNE 10 VIAS MACHO 180G PLACA PCI,PC,100,1.89,189.00
692,BORNE 10 VIAS MACHO/FEMEA 180G PLACA,PC,0,4.13,0.00
693,Borne 11 x 33MM,PC,0,0.64,0.00
694,"BORNE 12 VIAS MACHO 90G MBTB2,5/12G5.08",PC,0,8.41,0.00
695,BORNE 12mm2  15A,PC,0,3.12,0.00
696,BORNE 16MM2 H30A,PC,29,5.97,173.13
697,BORNE 2 VIAS MACHO/FEMEA 90G PLACA PCI,PC,0,0.25,0.00
698,BORNE 2 VIAS PARA PLACA IMPRESSO,PC,0,0.60,0.00
699,BORNE 2 VIAS TRAFO TRKS40G PHOENIX,PC,0,4.29,0.00
700,BORNE 3 VIAS FEMEA 180G PLACA PCI,PC,200,1.31,262.00
701,BORNE 3 VIAS MACHO 180G PLACA PCI,PC,200,0.56,112.00
702,BORNE 3 VIAS MACHO/FEMEA 180G PLACA PCI,PC,0,0.45,0.00
703,BORNE 3P PORCELANA BRASFORT,PC,0,3.06,0.00
704,BORNE 4 VIAS FEMEA 90G PLACA PCI,PC,96,1.81,173.76
705,BORNE 4 VIAS MACHO 90G PLACA PCI,PC,96,0.76,72.96
706,BORNE 4MM2 H03A,PC,122,1.62,197.64
707,BORNE 512 60A 16MM 12P  NAO USA,PC,0,23.51,0.00
708,BORNE 6 VIAS FEMEA 90G PLACA PCI,PC,98,2.71,265.58
709,BORNE 6 VIAS MACHO 180G PLACA PCI,PC,0,1.03,0.00
710,BORNE 6 VIAS MACHO 90G PLACA PCI,PC,100,1.13,113.00
711,BORNE 6MM2 H05A,PC,123,1.80,221.40
712,BORNE 8 VIAS FEMEA 90G PLACA PCI,PC,0,3.30,0.00
713,BORNE 8 VIAS MACHO 180G PLACA PCI,PC,0,1.38,0.00
714,BORNE 8 VIAS MACHO 90G PLACA PCI,PC,50,3.62,181.00
715,BORNE 8 VIAS MACHO/FEMEA 180G PLACA PCI,PC,100,1.52,152.00
716,BORNE IDALL BAQUELIT 12P 6MM2,PC,0,2.88,0.00
717,BORNE P/ PLUG BANANA 4X39,PC,0,0.65,0.00
718,BORNE PORCELANA IMP 16MM 2P,PC,0,2.36,0.00
719,BORNE PROCELANA 2P 10MM IMP,PC,0,1.63,0.00
720,BORNE SINDAL 100-112 25A 12PBAQUELITE,PC,0,28.81,0.00
721,BORNE SINDAL 100-212 25A12P BAQUELITE,PC,0,12.77,0.00
722,BORNE SINDAL 100-504 50A  4P BAQUELITE,PC,0,14.05,0.00
723,BORNE SINDAL 100-512 12 POLOS BAQUELITE,PC,0,42.10,0.00
724,BORNE SINDAL 100-6103 20A LIGAÇÃO MOTOR,PC,0,26.72,0.00
725,BORNE SINDAL 100-6203  40A LIGAÇÃO,PC,0,32.56,0.00
726,BORNE SINDAL 100-6303 60A P/ MOT  ,PC,0,40.50,0.00
727,BORNE SINDAL 3102  25A 6MM 2P PORCELANA,PC,0,8.88,0.00
728,BORNE SINDAL 3103 25A 3P PORCELANA,PC,0,8.05,0.00
